76,94
69,90
84,38
20,45
66,78
72,37
75,20
16,6
38,26
76,34
37,13
100,87
42,77
22,91
86,50
52,29
19,68
57,48
63,6
80,62
24,58
86,15
35,61
53,60
38,69
21,55
89,97
99,73
75,80
58,63
16,58
89,46
62,4
92,62
30,87
27,74
48,5
13,54
78,100
3,93
57,67
39,47
65,96
96,95
55,59
20,3
31,1
77,17
94,90
59,24
38,16
55,8
30,90
96,7
74,97
14,82
75,78
32,48
83,44
92,58
7,36
94,77
70,40
81,61
75,22
74,94
68,42
31,93
45,11
9,60
32,14
59,67
71,80
18,12
29,56
25,74
82,93
82,74
5,26
48,59
44,96
100,73
2,68
71,1
38,78
14,99
57,98
41,60
33,79
82,42
25,33
33,43
9,44
89,47
28,68
42,35
33,35
51,15
78,38
84,75
68,65
36,86
59,50
96,40
47,37
7,74
85,29
51,56
71,7
63,31
99,44
55,8
39,49
5,78
14,33
45,20
16,26
74,19
39,68
81,67
82,83
35,13
23,76
80,70
77,23
79,34
70,5
4,31
93,17
55,9
92,88
94,87
57,62
42,33
42,76
75,91
29,81
44,57
49,13
91,56
51,36
59,24
97,16
12,76
88,66
44,4
91,88
59,6
40,29
66,89
50,77
14,22
57,15
15,68
70,4
40,15
100,18
65,65
24,87
31,46
72,29
34,67
86,44
41,11
28,75
35,57
21,83
30,96
89,69
48,97
73,18
43,59
92,93
66,10
87,2
38,58
68,71
27,31
7,16
99,38
50,68
69,39
77,30
92,79
59,78
39,48
28,66
45,23
33,65
69,46
58,36
72,96
37,18
92,86
45,1
33,44
65,20
8,73
44,27
23,17
47,16
47,93
94,65
89,92
32,50
36,88
97,69
53,67
58,55
33,26
75,38
100,97
42,42
27,45
37,10
43,14
38,82
61,20
26,93
7,34
83,96
69,86
56,25
49,96
47,6
29,90
39,52
11,1
41,88
55,18
75,6
36,100
91,63
33,57
26,69
95,44
74,78
57,63
83,78
97,27
6,55
26,14
72,98
2,27
52,41
84,20
40,55
83,57
71,32
31,57
77,75
94,7
12,14
16,32
70,25
92,31
32,42
58,6
58,1
53,100
30,80
18,20
27,70
11,5
18,90
31,99
87,63
87,7
38,58
98,95
30,20
38,73
92,94
62,14
77,7
85,15
33,6
24,24
23,26
37,90
55,95
64,87
80,53
90,75
39,79
94,62
81,34
52,89
91,37
26,11
64,51
21,25
70,68
71,94
46,19
59,25
42,8
63,89
68,50
88,68
20,97
5,95
28,72
20,86
56,34
25,83
85,10
1,22
40,24
72,25
95,74
31,49
20,57
68,17
78,66
96,34
64,65
19,48
15,13
97,17
57,76
48,36
55,82
41,2
87,99
48,36
18,55
17,28
53,62
55,19
28,7
2,76
36,61
76,56
47,61
56,10
98,80
15,93
78,63
70,52
4,65
70,38
47,24
95,15
52,51
99,52
37,24
26,35
8,65
19,27
46,77
67,84
20,87
14,26
86,76
67,20
75,81
60,44
82,31
7,70
50,75
65,58
97,10
81,71
3,63
26,54
78,1
80,8
78,23
5,75
95,9
93,48
43,49
60,67
19,16
16,32
70,8
9,87
17,23
78,83
9,18
63,39
73,15
46,9
61,73
35,85
61,71
94,90
69,28
80,28
1,50
94,50
25,44
19,66
91,63
46,8
87,78
87,24
40,18
82,64
33,9
5,94
41,85
24,87
36,65
12,14
34,61
74,11
26,53
71,59
36,4
3,13
77,46
57,68
100,3
22,45
61,59
75,100
29,44
86,46
77,98
50,16
62,30
79,45
66,9
72,35
92,49
67,72
90,51
7,31
100,72
85,100
13,58
97,10
78,86
17,60
87,53
48,84
99,16
25,97
64,29
63,12
7,27
49,22
74,10
59,5
47,44
99,32
47,48
91,64
48,6
76,25
87,24
87,90
58,20
88,2
29,5
8,76
33,32
61,26
6,93
18,58
91,8
45,66
20,72
16,18
51,29
59,24
13,53
3,44
51,61
53,78
92,70
55,69
91,72
16,2
98,57
44,18
42,63
90,61
34,41
17,28
12,58
62,38
32,81
60,7
30,3
27,46
6,25
27,89
11,86
97,47
81,6
8,70
70,98
10,26
13,5
66,51
25,98
90,23
