666,232
233,351
638,417
351,982
336,418
54,172
39,319
276,850
332,327
735,476
792,548
377,99
307,119
738,596
535,351
39,871
227,582
73,965
107,673
281,102
397,65
47,783
327,218
857,309
187,656
816,816
396,441
7,831
515,28
397,476
658,995
290,419
601,591
669,628
383,433
124,587
264,88
653,104
29,244
9,744
314,174
577,120
704,474
992,617
491,930
487,676
397,640
496,762
641,831
523,113
260,383
260,471
990,835
405,364
551,473
527,720
692,245
852,750
904,738
72,548
279,542
438,928
190,657
167,456
702,578
109,342
8,590
645,94
586,390
75,318
383,251
55,657
461,569
286,735
144,277
676,349
300,309
380,348
696,994
514,273
173,660
727,521
933,131
228,406
33,453
602,50
739,265
854,950
138,838
386,512
596,808
798,664
726,841
734,637
942,272
357,696
834,425
871,700
569,481
804,145
647,451
776,220
494,532
239,308
759,296
86,932
104,287
645,896
296,911
512,910
878,542
669,746
944,949
23,637
423,244
137,43
206,862
151,152
212,730
854,31
591,858
756,615
609,316
626,738
567,507
998,362
27,337
268,682
923,51
405,87
530,113
408,130
965,816
484,963
240,374
80,322
127,210
25,509
337,997
771,786
542,89
811,327
17,380
808,278
224,977
18,94
800,643
219,288
710,751
459,511
368,805
455,898
938,978
161,554
885,318
139,363
570,205
812,993
340,68
277,855
978,769
829,127
636,783
752,865
413,917
759,410
311,794
833,515
573,592
552,738
65,930
54,674
438,770
205,146
151,187
534,236
134,1000
297,276
353,400
307,59
119,359
958,263
169,898
178,904
851,398
105,666
881,525
288,754
383,894
498,543
304,536
495,407
832,915
337,235
45,619
807,416
880,513
874,74
786,784
460,982
961,873
929,629
794,60
358,217
944,715
998,173
250,884
236,917
267,36
458,574
123,211
527,396
635,87
624,535
766,360
669,649
602,797
508,727
590,594
235,793
326,959
646,903
345,902
673,105
684,136
152,155
551,332
602,532
677,637
139,610
169,119
672,324
635,758
694,732
250,555
356,854
420,628
975,153
969,903
939,184
262,611
54,77
221,75
745,644
113,535
689,632
455,984
914,76
312,440
730,928
827,268
451,549
631,120
274,711
398,725
501,326
77,849
50,281
73,419
594,768
619,801
20,524
92,728
598,317
772,775
782,879
611,792
734,154
490,237
134,573
788,371
868,191
367,965
454,817
839,888
784,27
489,990
929,129
428,242
888,722
883,767
100,766
376,492
88,153
410,568
477,279
911,134
682,54
861,997
607,179
699,903
527,978
316,524
44,189
339,322
596,792
122,571
625,463
324,155
726,421
3,173
677,570
707,377
517,247
670,628
897,113
745,355
44,896
635,477
200,364
901,13
590,395
21,913
464,80
805,138
555,435
184,56
112,241
589,257
1000,32
987,93
839,921
469,361
322,371
775,774
275,440
966,758
43,950
487,51
751,52
509,580
843,158
14,284
618,912
151,808
288,779
299,197
295,406
763,52
197,652
903,884
663,406
690,410
638,246
100,70
544,823
138,829
410,675
856,319
921,51
102,805
576,645
408,689
923,549
775,729
762,74
109,505
105,3
446,972
732,302
985,87
296,493
902,882
413,262
978,44
543,670
134,794
844,609
70,99
1000,184
93,163
331,703
565,538
324,786
924,808
360,163
602,296
363,571
791,550
358,667
474,822
337,405
419,443
160,892
290,1000
9,516
729,910
854,712
20,323
902,671
665,867
718,569
762,774
188,707
784,478
604,309
913,979
803,381
50,532
161,90
271,76
540,822
79,71
119,208
829,696
609,934
385,960
562,836
566,285
424,467
68,645
784,97
733,173
897,568
693,194
866,94
90,851
771,633
739,409
752,908
389,260
330,507
249,948
952,799
377,785
132,910
449,423
136,514
2,849
630,4
305,745
359,621
727,881
507,689
890,569
135,976
400,997
261,322
643,202
509,911
792,765
561,616
274,953
455,677
507,579
103,20
3,875
932,339
945,121
448,442
294,762
231,520
881,862
470,544
733,103
660,271
574,631
262,581
258,478
721,902
637,15
976,388
285,678
390,491
405,593
765,328
460,976
853,975
77,538
792,848
385,981
514,532
120,986
342,794
143,227
235,1000
580,201
77,608
125,790
928,418
918,572
808,520
416,288
435,74
351,479
256,461
356,227
441,314
722,9
68,273
932,915
360,737
611,789
98,221
813,198
878,332
120,429
219,572
407,821
191,996
